addr_full,brand,city,country,extras,lat,lon,name,opening_hours,phone,postcode,ref,state,website
" Β. Σοφίας 112, Είσοδος parking Έβρου 31 Αθήνα ",Leroy Merlin,Αθήνα,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",37.9835622,23.7567654,Leroy Merlin  Κατάστημα Αθήνας-Βασ. Σοφίας,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2111878700,,8,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=8?v=defda3f476a1638e71dae6d945df635d
 Εμπορικό Πάρκο Αεροδρομίου Ελευθέριος Βενιζέλος Αθήνα ,Leroy Merlin,Αθήνα,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",37.9274519,23.9310735,Leroy Merlin  Κατάστημα Αθήνας-Αεροδρόμιο,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2103542500,,2,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=2?v=8d9e6f2356d8bc8000d953bc76454da7
 Πειραιώς 165 & Ν. Φαλήρου Αθήνα ,Leroy Merlin,Αθήνα,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",37.9548666,23.6718373,Leroy Merlin  Κατάστημα Αθήνας-Πειραιώς,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2112006400,,5,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=5?v=87f2ae54f283d9c16a6b7f565b39f589
" Λεωφόρος Κηφισού 60 & Ηρούς, 10442, Αθήνα Αθήνα ",Leroy Merlin,Αθήνα,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",38.000204,23.7017383,Leroy Merlin  Κατάστημα Αθήνας - Κηφισός,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2119904900,,3,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=3?v=ebeb34e5a3074b297eaebb34a6cc8d7c
 Λεωφόρος Κηφισίας 73 Αθήνα ,Leroy Merlin,Αθήνα,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",38.0119294,23.7451108,Leroy Merlin  Κατάστημα Αθήνας-Μαρούσι,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2111875300,,7,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=7?v=96599c1bce862cb33a72c1d7e7e51d91
 8ο χλμ Π.Ε.Ο. Λάρισας - Αθήνας Λάρισας ,Leroy Merlin,Λάρισας,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",39.5773232,22.4700893,Leroy Merlin  Κατάστημα Λάρισας,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2411222400,,6,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=6?v=9278eebff726dced86ebf5893b7040c7
 11o χλμ. Ε.Ο. Θεσσαλονίκης Θεσσαλονίκης ,Leroy Merlin,Θεσσαλονίκης,Greece,"{'brand': 'Leroy Merlin', 'fascia': 'Leroy Merlin', 'category': 'Retail', 'edit_date': '2025-05-16', 'lat_lon_source': 'Third Party'}",40.5536878,22.9803908,Leroy Merlin  Κατάστημα Θεσσαλονίκης,"{'opening_hours': {'Mon': '08:00 - 21:00', 'Tue': '08:00 - 21:00', 'Wed': '08:00 - 21:00', 'Thu': '08:00 - 21:00', 'Fri': '08:00 - 21:00', 'Sat': '08:00 - 20:00'}}",2311990400,,4,,https://www.leroymerlin.gr/gr/module/metistoredetail/storedetail?id_store=4?v=f0b26b609e5f223d168e573746fe4753
