address,city,country_code,brand,extras,ref,name,phone,latitude,longitude,opening_hours,postcode,website
"92230, Espace commercial Chanteraines GENNEVILLIERS",GENNEVILLIERS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",64,Cultura Gennevilliers,01.41.47.46.46,48.9338,2.31841,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': 'Closed'}}",92230,https://www.cultura.com/les-magasins.html
"69700, ZC Les 2 Vallées GIVORS",GIVORS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",67,Cultura Givors,04.37.20.19.30,45.5802,4.73868,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",69700,https://www.cultura.com/les-magasins.html
"62110, ZC Noyelles-Godault HENIN BEAUMONT",HENIN BEAUMONT,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",70,Cultura Hénin-Beaumont,03.21.08.01.60,50.4077,2.96873,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",62110,https://www.cultura.com/les-magasins.html
"92130, 12 promenade Cœur de Ville ISSY-LES-MOULINEAUX",ISSY-LES-MOULINEAUX,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",328,Cultura Issy-Les-Moulineaux,01.80.87.37.30,48.826404,2.275005,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",92130,https://www.cultura.com/les-magasins.html
"95260, Centre Commercial du Col Vert MOURS",MOURS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",358,Cultura L'Isle-Adam,01.34.08.30.00,49.127175,2.249485,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",95260,https://www.cultura.com/les-magasins.html
"92800, 15 parvis de la défense PUTEAUX",PUTEAUX,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",184,Cultura La Défense,01.41.45.66.50,48.8929,2.23692,"{'opening_hours': {'Mon': '09:00-20:30', 'Tue': '09:00-20:30', 'Wed': '09:00-20:30', 'Thu': '09:00-20:30', 'Fri': '09:00-20:30', 'Sat': '09:00-20:30', 'Sun': 'Closed'}}",92800,https://www.cultura.com/les-magasins.html
"33260, 310 avenue de l’Europe LA TESTE-DE-BUCH",LA TESTE-DE-BUCH,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",100,Cultura La Teste,05.57.16.21.60,44.6173,-1.11945,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",33260,https://www.cultura.com/les-magasins.html
"13011, CC des 3 Horloges Traverse de la Montre MARSEILLE",MARSEILLE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",73,Cultura La Valentine,04.91.87.93.10,43.2978,5.47827,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",13011,https://www.cultura.com/les-magasins.html
"31670, CC Carrefour LABEGE",LABEGE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",76,Cultura Labège,05.61.00.98.98,43.5527,1.50416,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",31670,https://www.cultura.com/les-magasins.html
"22360, 1 rue Jules Verne LANGUEUX",LANGUEUX,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",256,Cultura Langueux,02.90.52.01.80,48.4953,-2.72737,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",22360,https://www.cultura.com/les-magasins.html
"72000, ZAC de l'ardoise LE MANS",LE MANS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",247,Cultura Le Mans,02.43.20.65.55,48.0322,0.181936,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",72000,https://www.cultura.com/les-magasins.html
"64230, 180 Bld de l'Europe LESCAR",LESCAR,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",79,Cultura Lescar,05.59.77.64.10,43.3182,-0.433075,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': 'Closed'}}",64230,https://www.cultura.com/les-magasins.html
"87280, Family Village de Limoges LIMOGES",LIMOGES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",163,Cultura Limoges,05.55.57.07.50,45.8956,1.27973,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",87280,https://www.cultura.com/les-magasins.html
"59160, Rue du Château d'Isenghien Lille",Lille,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",355,Cultura Lomme,03.20.19.32.00,50.652932,2.988091,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",59160,https://www.cultura.com/les-magasins.html
"71000, 89 Rte de Lyon MACON",MACON,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",82,Cultura Mâcon,03.85.32.88.60,46.2861,4.809,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",71000,https://www.cultura.com/les-magasins.html
"06210, ZI de la Canardière MANDELIEU LA NAPOULE",MANDELIEU LA NAPOULE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",85,Cultura Mandelieu,04.92.19.57.90,43.5536,6.94601,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",06210,https://www.cultura.com/les-magasins.html
"24430, Av. Louis Suder MARSAC SUR l'ISLE",MARSAC SUR l'ISLE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",341,Cultura Marsac,05.53.02.56.25,45.191502,0.660392,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",24430,https://www.cultura.com/les-magasins.html
"78310, Rue Jean Perrin MAUREPAS",MAUREPAS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",334,Cultura Maurepas,01.80.82.43.00,48.758972,1.917544,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",78310,https://www.cultura.com/les-magasins.html
"33700, 16 rue Jacques Anquetil MERIGNAC",MERIGNAC,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",305,Cultura Mérignac,05.57.92.01.20,44.8305,-0.662281,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",33700,https://www.cultura.com/les-magasins.html
"57160, 1 rue de la pie grièche MOULINS-LES-METZ",MOULINS-LES-METZ,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",193,Cultura Metz,03.87.50.85.90,49.083,6.10441,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",57160,https://www.cultura.com/les-magasins.html
"82000, ZC du Futuropole MONTAUBAN",MONTAUBAN,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",172,Cultura Montauban,05.63.92.62.90,44.0372,1.38669,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",82000,https://www.cultura.com/les-magasins.html
"77144, ZAC CLOS du CHENE MONTEVRAIN",MONTEVRAIN,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",319,Cultura Montevrain,01.80.81.43.10,48.853178,2.754679,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",77144,https://www.cultura.com/les-magasins.html
"76290, Avenue Maréchal Foch MONTIVILLIERS",MONTIVILLIERS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",271,Cultura Montivilliers,02.78.34.04.30,49.5322,0.189332,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",76290,https://www.cultura.com/les-magasins.html
"03100, 15 rue Albert Einstein MONTLUÇON",MONTLUÇON,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",178,Cultura Montluçon,04.70.02.35.10,46.3489,2.6037,"{'opening_hours': {'Mon': '09:00-19:00', 'Tue': '09:00-19:00', 'Wed': '09:00-19:00', 'Thu': '09:00-19:00', 'Fri': '09:00-19:00', 'Sat': '09:00-19:00', 'Sun': 'Closed'}}",03100,https://www.cultura.com/les-magasins.html
"67116, CULTURA (C1) REICHSTETT",REICHSTETT,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",19,Cultura Mundolsheim,03.69.61.53.10,48.6494,7.73153,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",67116,https://www.cultura.com/les-magasins.html
"11100, ZAC Bonne Source NARBONNE",NARBONNE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",106,Cultura Narbonne,04.68.91.85.38,43.1798,3.03141,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",11100,https://www.cultura.com/les-magasins.html
"59960, route de Roncq NEUVILLE-EN-FERRAIN",NEUVILLE-EN-FERRAIN,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",244,Cultura Neuville-en-Ferrain,03.20.00.44.68,50.744,3.14469,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",59960,https://www.cultura.com/les-magasins.html
"06200, CC Nice Lingostiere NICE",NICE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",16,Cultura Nice,04.83.93.59.00,43.7304,7.1862,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",06200,https://www.cultura.com/les-magasins.html
"30900, ZC Carré Sud NIMES",NIMES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",109,Cultura Nîmes,04.66.70.92.70,43.8106,4.36414,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",30900,https://www.cultura.com/les-magasins.html
"94510, Avenue de l’Hippodrome LA QUEUE EN BRIE",LA QUEUE EN BRIE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",175,Cultura Pince Vent,01.45.93.93.53,48.7924,2.55775,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",94510,https://www.cultura.com/les-magasins.html
"78340, ZC Alpha Park Les Clayes-sous-Bois",Les Clayes-sous-Bois,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",112,Cultura Plaisir / Les Clayes-sous-Bois,01.30.07.61.00,48.8287,1.97117,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",78340,https://www.cultura.com/les-magasins.html
"13480, ZAC Plan de campagne CABRIES",CABRIES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",91,Cultura Plan De Campagne,04.42.41.33.84,43.4223,5.36346,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",13480,https://www.cultura.com/les-magasins.html
"31120, 12 Bd de l'Europe PORTET SUR GARONNE",PORTET SUR GARONNE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",115,Cultura Portet Sur Garonne,05.62.87.68.76,43.5314,1.40108,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",31120,https://www.cultura.com/les-magasins.html
"74500, Rue du Cartheray Publier",Publier,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",268,Cultura Publier,04.56.66.06.20,46.3889,6.52239,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",74500,https://www.cultura.com/les-magasins.html
"83480, Zone d'activités des Salles PUGET SUR ARGENS",PUGET SUR ARGENS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",160,Cultura Puget,04.98.11.09.60,43.4441,6.70245,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",83480,https://www.cultura.com/les-magasins.html
"17138, 5 rue de Belgique PUILBOREAU",PUILBOREAU,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",205,Cultura Puilboreau,05.46.35.50.50,46.1785,-1.1222,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",17138,https://www.cultura.com/les-magasins.html
"78120, Centre commercial du Bel Air RAMBOUILLET",RAMBOUILLET,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",238,Cultura Rambouillet,01.61.39.19.45,48.6293,1.82785,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",78120,https://www.cultura.com/les-magasins.html
"66600, rue George Méliès RIVESALTES",RIVESALTES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",262,Cultura Rivesaltes,04.11.30.05.60,42.775,2.90881,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",66600,https://www.cultura.com/les-magasins.html
"34130, 236 Avenue de la ciboulette SAINT AUNES",SAINT AUNES,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",202,Cultura Saint Aunès,04.67.40.75.80,43.6482,3.97883,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",34130,https://www.cultura.com/les-magasins.html
"53940, 66 avenue de Paris SAINT BERTHEVIN",SAINT BERTHEVIN,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",97,Cultura Saint Berthevin,02.43.91.45.40,48.0686,-0.806533,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': 'Closed'}}",53940,https://www.cultura.com/les-magasins.html
"18230, 6 Rue du Clos Blanc SAINT DOULCHARD",SAINT DOULCHARD,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",241,Cultura Saint Doulchard,02.48.65.05.66,47.1177,2.37622,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",18230,https://www.cultura.com/les-magasins.html
"35760, Route de Saint Malo SAINT GREGOIRE",SAINT GREGOIRE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",265,Cultura Saint Grégoire,02.30.21.28.50,48.1361,-1.69346,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",35760,https://www.cultura.com/les-magasins.html
"35400, CC La Madeleine SAINT MALO",SAINT MALO,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",118,Cultura Saint Malo,02.99.21.34.00,48.6237,-1.9965,"{'opening_hours': {'Mon': '09:30-20:00', 'Tue': '09:30-20:00', 'Wed': '09:30-20:00', 'Thu': '09:30-20:00', 'Fri': '09:30-20:00', 'Sat': '09:30-20:00', 'Sun': 'Closed'}}",35400,https://www.cultura.com/les-magasins.html
"36250, ZC Cap Sud SAINT MAUR",SAINT MAUR,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",121,Cultura Saint Maur,02.54.08.21.00,46.782355,1.649837,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",36250,https://www.cultura.com/les-magasins.html
"60740, ZAC du bois des fenêtres SAINT MAXIMIN",SAINT MAXIMIN,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",124,Cultura Saint Maximin,03.44.32.08.10,49.2388,2.4669,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",60740,https://www.cultura.com/les-magasins.html
"69800, CC PORTE DES ALPES ST PRIEST",ST PRIEST,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",331,Cultura Saint Priest,04.81.91.24.00,45.72105,4.930946,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",69800,https://www.cultura.com/les-magasins.html
"02100, CC AUCHAN St Quentin/Fayet FAYET",FAYET,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",130,Cultura Saint Quentin Fayet,03.23.07.59.40,49.8612,3.26034,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",02100,https://www.cultura.com/les-magasins.html
"91700, 20 - 22 avenue de la Croix Blanche SAINTE GENEVIEVE DES BOIS",SAINTE GENEVIEVE DES BOIS,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",338,Cultura Sainte Geneviève Des Bois,01.69.46.57.10,48.621331,2.348879,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",91700,https://www.cultura.com/les-magasins.html
"38150, 415 Avenue Plein Sud SALAISE SUR SANNE",SALAISE SUR SANNE,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",322,Cultura Salaise,04.82.62.60.20,45.330598,4.804453,"{'opening_hours': {'Mon': '09:00-19:30', 'Tue': '09:00-19:30', 'Wed': '09:00-19:30', 'Thu': '09:00-19:30', 'Fri': '09:00-19:30', 'Sat': '09:00-19:30', 'Sun': 'Closed'}}",38150,https://www.cultura.com/les-magasins.html
"45770, Parc d'Activités Ciale de SARAN SARAN",SARAN,FR,Cultura,"{'brand': 'Cultura', 'fascia': 'Magasin Cultura', 'category': 'Retail', 'edit_date': '20250310', 'lat_lon_source': 'website'}",274,Cultura Saran,02.45.40.04.90,47.9621,1.88504,"{'opening_hours': {'Mon': '09:00-20:00', 'Tue': '09:00-20:00', 'Wed': '09:00-20:00', 'Thu': '09:00-20:00', 'Fri': '09:00-20:00', 'Sat': '09:00-20:00', 'Sun': 'Closed'}}",45770,https://www.cultura.com/les-magasins.html
