addr_full,city,country,brand,extras,lat,lon,opening_hours,phone,ref,postcode,name,state,website
Av. La Ventisca No. 100,Gustavo A. Madero,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.529377,-99.157326,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,237,07268,Chedraui  Tenayuca,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. 27 De Septiembre No. 60,Tejupilco,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",18.911014,-100.151165,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,648,51400,Super Chedraui Tejupilco,,https://www.chedraui.com.mx/encuentra-tu-tienda
Avenida Rafael Melgar 44  CP 77580  Quintana Roo,Puerto Morelos,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",20.846756,-86.87682,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,723,77580,Super Chedraui Puerto Morelos Centro,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle Perú No. 6301,Nuevo Laredo,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",27.481338,-99.53987,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,110,88170,Chedraui Nuevo Laredo Hipódromo,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. Valsequillo No. 115,Heroica Puebla De Zaragoza,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.02217,-98.214867,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,015,72440,Chedraui Puebla Crystal,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle Luis Donaldo Colosio No. 358,Champotón,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.342265,-90.726174,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,618,24400,Super Chedraui Champotón,,https://www.chedraui.com.mx/encuentra-tu-tienda
Berlín S/N Zona V,Minatitlán,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",17.994326,-94.575083,"{'opening_hours': {'Mon': '07:00-23:59', 'Tue': '07:00-23:59', 'Wed': '07:00-23:59', 'Thu': '07:00-23:59', 'Fri': '07:00-23:59', 'Sat': '07:00-23:59', 'Sun': '07:00-23:59'}}",,022,96710,Chedraui Minatitlán Berlin,,https://www.chedraui.com.mx/encuentra-tu-tienda
Allende Norte No. 602,Huamantla,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.322235,-97.921753,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,601,90500,Super Chedraui Huamantla,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Independencia Ote S/N,Tehuacán,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",18.463885,-97.386464,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,046,75700,Chedraui Tehuacán Centro,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. Juan José Torres Landa Pte. No. 305,León De Los Aldama,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",21.102878,-101.69358,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,055,37450,Chedraui León Torres,,https://www.chedraui.com.mx/encuentra-tu-tienda
"Carret Federal Cancún-Playa Km 291, Supermanzana No. 22 Local A1",Playa Del Carmen,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",20.64933,-87.08313,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,090,77710,Chedraui Playa Del Carmen Américas,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Nereo Rodriguez Barragán No. 450,San Luis Potosí,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",22.156963,-101.003065,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,251,78250,Chedraui San Luis Potosí El Dorado,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Carlos Hank González No. 58,Ecatepec de Morelos,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.509289,-99.062953,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,693,55270,Supercito Hank González,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Rueda Medina Sm-003 Mza 113 No. L -017,Isla Mujeres,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",21.235011,-86.735452,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,644,77407,Chedraui Isla Mujeres,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calzada Antigua De Guadalupe No. 203,Azcapotzalco,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.489134,-99.181829,"{'opening_hours': {'Mon': '07:00-20:00', 'Tue': '07:00-20:00', 'Wed': '07:00-20:00', 'Thu': '07:00-20:00', 'Fri': '07:00-20:00', 'Sat': '07:00-20:00', 'Sun': '07:00-20:00'}}",,678,02020,"Supercito Eje 4 Norte, Azcapotzalco",,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Rio Nilo No. 7540,Tonalá,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",20.640415,-103.278365,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,248,44840,Chedraui Guadalajara Lomas Tonala,,https://www.chedraui.com.mx/encuentra-tu-tienda
4Ta. Avenida No. 257 Lote 1,Nezahualcóyotl,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.400626,-98.98726,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,240,57000,Chedraui  Neza Estadio,,https://www.chedraui.com.mx/encuentra-tu-tienda
Boulevard Bellavista 22,Atizapán de Zaragoza,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.520995000,-99.251357000,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,161,52994,Súper Chedraui México Bellavista,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. Juan Herrera Y Piña No. 7,Valle De Bravo,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.20408,-100.125485,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,611,51200,Super Chedraui Valle De Bravo,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Canal De Tezontle No. 1512,Iztapalapa,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.384245,-99.08269,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,670,09020,Super Chedraui Tezontle,,https://www.chedraui.com.mx/encuentra-tu-tienda
"Av. Juárez, Mz.21 Lt.21",Nezahualcoyolt,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.40874,-99.055248,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,727,57430,Supercito Juárez Neza,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvd. Manuel Ávila Camacho No. 5,Naucalpan De Juárez,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.454265,-99.219102,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,106,53390,Chedraui Selecto  Toreo,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Santa Lucia No. 343,Álvaro Obregón,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.371818,-99.212614,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,731,01408,Supercito Santa Lucia,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Rafael E. Melgar No. 1001,Cozumel,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",20.502019,-86.957452,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,058,77600,Chedraui Cozumel Centro,,https://www.chedraui.com.mx/encuentra-tu-tienda
"Calzada Victorico Rincón Grajales No. 5 , 1A. Sección",Chiapa De Corzo,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",16.713296,-93.01648,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,630,29160,Super Chedraui Chiapa De Corzo,,https://www.chedraui.com.mx/encuentra-tu-tienda
Bosque de Duraznos 39,Miguel Hidalgo,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.403290,-99.242731,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,805,11700,Súper Chedraui Selecto Parque Duraznos,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. Domingo Arrieta No. 601,Victoria De Durango,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",24.011501,-104.661098,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,125,34170,Chedraui Durango El Refugio,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle Heroica Escuela Naval Militar No. 917,Oaxaca De Juárez,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",17.078313,-96.708732,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,099,68050,Chedraui Oaxaca Reforma,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. De Las Naciones No. 1817,Acapulco de Juárez,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",16.771306,-99.77435,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,138,39897,Chedraui Selecto Acapulco Diamante,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Gobernadores No. 418,San Francisco De Campeche,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.844227,-90.52469,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,041,24050,Chedraui Campeche Santa Ana,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. Pino Pallas No. 105,La Paz,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",24.098274,-110.327515,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,122,23085,Chedraui La Paz  Santa Fe,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Central No. 50,Ecatepec De Morelos,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.534364,-99.026592,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,650,55120,Super Chedraui Ciudad Azteca,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. José López Portillo No. 220,San Francisco Coacalco,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.626563,-99.082131,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,266,55714,Chedraui Plaza Coacalco,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Universidad S/N,Villahermosa,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",18.013828,-92.918905,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,061,96010,Chedraui Villahermosa Americas,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle 86 B No. 544,Mérida,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",20.960197,-89.640591,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,029,97000,Chedraui Mérida Itzaes,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle Akil No. 203,Tlalpan,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.290379,-99.22257558,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,742,14240,Supercito Ancanceh,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. CentralS/N,Ecatepec De Morelos,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.603782,-99.012909,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,039,55065,Chedraui  Palomas,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Porfirio Díaz S/N,Pinotepa Nacional,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",16.3412,-98.053185,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,685,71600,Super Chedraui Santiago Pinotepa Nacional,,https://www.chedraui.com.mx/encuentra-tu-tienda
Lucio Blanco S/N,Xalapa-Enríquez,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.548002,-96.933184,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,019,91020,Chedraui Xalapa Museo,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Aquiles Serdán No. 86,Atoyac De Alvarez,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",17.204405,-100.437788,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,621,40930,Super Chedraui Atoyac,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle 33 No. 200 A Int 40 Y 44,Mérida,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",20.999266,-89.574294,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,093,97143,Chedraui Mérida Polígono,,https://www.chedraui.com.mx/encuentra-tu-tienda
Blvrd. Juan N Alvarez No. 24,Ometepec,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",16.692467,-98.414501,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,633,41700,Super Chedraui Ometepec,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Francisco Morázan No. 8,Gustavo A. Madero,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.471261,-99.066614,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,753,07509,Supercito La Pradera,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Isla De Tris S/N,Ciudad Del Carmen,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",18.656715,-91.791869,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,101,24100,Chedraui Ciudad Del Carmen Palmiras,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Alta Tensión No. 202,Cuernavaca,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",18.919343,-99.218647,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,658,62448,Super Chedraui Cuernavaca Alta Tensión,,https://www.chedraui.com.mx/encuentra-tu-tienda
Salida A Villacorzo Desvió A Fco. Villa No. 245,Villaflores,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",16.224281,-93.275767,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,628,30470,Super Chedraui Villa Flores,,https://www.chedraui.com.mx/encuentra-tu-tienda
Calle Kaua No.77,Tlalpan,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.278412,-99.24132,"{'opening_hours': {'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Wed': '07:00-22:00', 'Thu': '07:00-22:00', 'Fri': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}}",,694,14100,"Supercito Kaua, Tlalpan",,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Heroico Colegio Militar S/N,Villahermosa,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",17.980631,-92.939374,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,011,86100,Chedraui Villahermosa Crystal,,https://www.chedraui.com.mx/encuentra-tu-tienda
Av. Salvador Díaz Mirón 2069,Veracruz,Mexico,Chedraui,"{'brand': 'Chedraui', 'fascia': 'Chedraui', 'category': 'Retail', 'edit_date': '20250426', 'lat_lon_source': 'google'}",19.174983,-96.13468,"{'opening_hours': {'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Wed': '07:00-23:00', 'Thu': '07:00-23:00', 'Fri': '07:00-23:00', 'Sat': '07:00-23:00', 'Sun': '07:00-23:00'}}",,198,91918,Chedraui Portal Veracruz,,https://www.chedraui.com.mx/encuentra-tu-tienda
