addr_full,brand,city,country,extras,lat,lon,name,phone,ref,postcode,website
17 avenue Philéas Fogg - Pôle Jules Verne,But,GLISY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.864799444030000000,2.379527931213400000,But Amiens,,003,80440,https://www.but.fr/magasins/003/But-Amiens.html
1 rue Pierre et Marie Curie,But,BEAUVAIS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.408195606114000000,2.115049668786600000,But Beauvais,,004,60000,https://www.but.fr/magasins/004/But-Beauvais.html
Zone Actipolis,But,FOUQUIERES LES BETHUNE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.514679768756000000,2.623335289983500000,But Bethune,,005,62232,https://www.but.fr/magasins/005/But-Bethune.html
RN1,But,ISQUES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.674073127931000000,1.655151221102000000,But Boulogne sur mer,,006,62360,https://www.but.fr/magasins/006/But-Boulogne-sur-mer.html
Zone d'activité des Cailloux - 383 rue Danton -,But,CALAIS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.939000000000000000,1.847000000000000000,But Calais,,007,62100,https://www.but.fr/magasins/007/But-Calais.html
Rue des canadiens Les Vertus,But,ST AUBIN SUR SCIE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.896000000000000000,1.077000000000000000,But Dieppe,,009,76550,https://www.but.fr/magasins/009/But-Dieppe.html
Centre Carrefour – RN13 Route de Paris Les Longs Buissons,But,GUICHAINVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.017000000000000000,1.150000000000000000,But Evreux,,010,27930,https://www.but.fr/magasins/010/But-Evreux.html
ZA La Marlière,But,FOURMIES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.023086163212000000,4.034187754631000000,But Fourmies,,011,59610,https://www.but.fr/magasins/011/But-Fourmies.html
11 rue Louis Bleriot Zone commerciale Vendin 2,But,VENDIN LE VEIL,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.463937355984000000,2.826879937852300000,But Lens,,012,62880,https://www.but.fr/magasins/012/But-Lens.html
484 boulevard de l'europe zac de la carbonniere 3,But,BARENTIN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.527000000000000000,0.967000000000000000,But Rouen - Barentin,,015,76360,https://www.but.fr/magasins/015/But-Rouen-Barentin.html
Parc d'activités Eco-clos aux antes - centre commercial CarrefourA13,But,TOURVILLE LA RIVIèRE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.328245502182000000,1.092790222168000000,But Rouen - Tourville,,016,76410,https://www.but.fr/magasins/016/But-Rouen-Tourville.html
Z.A.C. Les marlettes Forum de Picardie,But,FAYET,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.860220272752000000,3.255673091796900000,But St Quentin,,017,02100,https://www.but.fr/magasins/017/But-St-Quentin.html
RN 30,But,LA SENTINELLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",50.345213898646000000,3.481118499475100000,But Valenciennes,,018,59174,https://www.but.fr/magasins/018/But-Valenciennes.html
ZAC des Montagnes Ouest Cellule C,But,CHAMPNIERS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.624593575997000000,0.159716149676230000,But Angoulême,,020,16430,https://www.but.fr/magasins/020/But-Angouleme.html
Za le petit coudray route du mans,But,ARCONNAY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.403889000000000000,0.089972000000000000,But Alençon,,024,72610,https://www.but.fr/magasins/024/But-Alencon.html
Centre Commercial ATOLL - EcoParc du Buisson,But,BEAUCOUZE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.483046806564000000,-0.624847412109380000,But Angers,,025,49070,https://www.but.fr/magasins/025/But-Angers.html
Rue Graham Bell - ZI Kergaradec,But,BREST,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.424787000000000000,-4.474893000000000000,But Brest,,026,29200,https://www.but.fr/magasins/026/But-Brest.html
Centre commercial régional Mondeville 2 Zone de l'étoile,But,MONDEVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.166088227342000000,-0.295779271936000000,But Caen,,027,14120,https://www.but.fr/magasins/027/But-Caen.html
Route de Saint Côme,But,CARENTAN LES MARAIS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.311429723867000000,-1.256475556156600000,But Carentan,,028,50480,https://www.but.fr/magasins/028/But-Carentan.html
2 Rue de Docteur Menguy,But,CARHAIX-PLOUGUER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.274172767138000000,-3.580035605915200000,But Carhaix,,029,29270,https://www.but.fr/magasins/029/But-Carhaix.html
Route de St NazaireBP 92,But,CHATEAUBRIANT CEDEX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.703783094781000000,-1.393763178295900000,But Chateaubriant,,032,44110,https://www.but.fr/magasins/032/But-Chateaubriant.html
Avenue amiral LemonnierZ.I. de Batavia,But,CHERBOURG EN COTENTIN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.633692396617000000,-1.602629036462400000,But Cherbourg,,033,50470,https://www.but.fr/magasins/033/But-Cherbourg.html
39 rue d'Anjou,But,CHOLET,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.077876900000000000,-0.839182705557280000,But Cholet,,034,49300,https://www.but.fr/magasins/034/But-Cholet.html
Z.A.C. les vignes,But,QUEVERT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.444926398634000000,-2.070548474278400000,But Dinan,,036,22100,https://www.but.fr/magasins/036/But-Dinan.html
Zone des 3 canonsAvenue Charles de Gaulle BP 262,But,FONTENAY LE COMTE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.465835504762000000,-0.824541616015270000,But Fontenay le comte,,037,85200,https://www.but.fr/magasins/037/But-Fontenay-le-comte.html
Z.A. le parc,But,LECOUSSE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.350243070650000000,-1.226286096301000000,But Fougères,,038,35133,https://www.but.fr/magasins/038/But-Fougeres.html
435 route de Villedieu,But,GRANVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.837894452338000000,-1.555657502221700000,But Granville,,039,50400,https://www.but.fr/magasins/039/But-Granville.html
Kerholo,But,ST AGATHON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.558396911789000000,-3.123469290917900000,But Guingamp,,040,22200,https://www.but.fr/magasins/040/But-Guingamp.html
Les bazinières Route de Nantes,But,LA ROCHE SUR YON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.693920388532000000,-1.430110931396499900,But La roche sur Yon,,041,85000,https://www.but.fr/magasins/041/But-La-roche-sur-Yon.html
"Centre commercial ""La Mayenne"" - Rue Duguesclin",But,LAVAL,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.078765508061000000,-0.798134905310010000,But Laval,,043,53000,https://www.but.fr/magasins/043/But-Laval.html
Parc de l'estuaire,But,GONFREVILLE L ORCHER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.509726112278000000,0.224459846496530000,But Le Havre,,044,76700,https://www.but.fr/magasins/044/But-Le-Havre.html
Zone commerciale des Hunaudières ( face à Leroy Merlin ) RN138 Route de Tours,But,MULSANNE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.939807324249000000,0.233271365545650000,But Le Mans,,045,72230,https://www.but.fr/magasins/045/But-Le-Mans.html
RN 13,But,LISIEUX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.145000000000000000,0.270000000000000000,But Lisieux,,046,14100,https://www.but.fr/magasins/046/But-Lisieux.html
Rue du 19 mars 1962,But,LANESTER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.775625072997000000,-3.339881982803400000,But Lorient,,047,56600,https://www.but.fr/magasins/047/But-Lorient.html
Centre commercial Atlantis. 1 rue Amerigo Vespucci,But,SAINT HERBLAIN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.223261330377000000,-1.623947128697200000,But Nantes,,050,44800,https://www.but.fr/magasins/050/But-Nantes.html
3 rue Schuman,But,PONTIVY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.043775025433000000,-2.959917659532600000,But Pontivy,,051,56300,https://www.but.fr/magasins/051/But-Pontivy.html
2 rue François Marie André Route de Benodet,But,QUIMPER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.964000000000000000,-4.084000000000000000,But Quimper,,052,29000,https://www.but.fr/magasins/052/But-Quimper.html
Route de Rennes Zone de Cotard,But,REDON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.672542886601000000,-2.065840582953600000,But Redon,,053,35600,https://www.but.fr/magasins/053/But-Redon.html
Parc rocade sud - Rue de Guerledan,But,CHANTEPIE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.085992832982000000,-1.630871253967300000,But Rennes - Chantepie,,054,35135,https://www.but.fr/magasins/054/But-Rennes-Chantepie.html
Route de St Malo - Parc ConforlandMelesse,But,MELESSE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.189842644463000000,-1.727080466270400000,But Rennes Melesse,,055,35520,https://www.but.fr/magasins/055/But-Rennes-Melesse.html
3 rue Laennec,But,LANGEUX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.494195189682000000,-2.725073831352200000,But St Brieuc,,057,22360,https://www.but.fr/magasins/057/But-St-Brieuc.html
1980 avenue de Paris,But,ST LO,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",49.116337143419000000,-1.047417784625300000,But St Lo,,058,50000,https://www.but.fr/magasins/058/But-St-Lo.html
Boulevard des déportés,But,ST-MALO,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.658319670622000000,-1.970324277387400000,But St-Malo,,059,35400,https://www.but.fr/magasins/059/But-St-Malo.html
route de la côte d’amour /Rond point Océanis,But,ST-NAZAIRE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.258383511903000000,-2.272231597900400000,But St-Nazaire,,060,44600,https://www.but.fr/magasins/060/But-St-Nazaire.html
Parc d'activité du Champ Blanchard  - Rue du Pavé Riou,But,DISTRE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.231000000000000000,-0.123000000000000000,But Saumur,,061,49400,https://www.but.fr/magasins/061/But-Saumur.html
Z.A.C. de Kerlann 26 rue Theophraste Renaudot,But,VANNES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.663120640264000000,-2.785265842367200000,But Vannes,,062,56000,https://www.but.fr/magasins/062/But-Vannes.html
Route de Caen,But,VIRE NORMANDIE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.857732171976000000,-0.876816490985110000,But Vire,,063,14500,https://www.but.fr/magasins/063/But-Vire.html
Zone de Bel Air Boulevard Youri Gagarine,But,BRESSUIRE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.846073469623000000,-0.504464281089780030,But Bressuire,,064,79300,https://www.but.fr/magasins/064/But-Bressuire.html
ZAC du Mazaud - Av Pierre Mendes France,But,BRIVE LA GAILLARDE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.142420000000000000,1.471039000000000000,But Brive,,065,19100,https://www.but.fr/magasins/065/But-Brive.html
Avenue Honoré de BalzacRN 10 SUD,But,CHATELLERAULT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.789133177670000000,0.526194515344290000,But Chatellerault,,066,86100,https://www.but.fr/magasins/066/But-Chatellerault.html
Rue du Torpilleur Sirocco BP 184,But,CLERMONT FERRAND,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.814000000000000000,3.108000000000000000,But Clermont Ferrand Nord,,067,63100,https://www.but.fr/magasins/067/But-Clermont-Ferrand-Nord.html
Rue de Varennes,But,AUBIèRE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.754282525850000000,3.131702824575800000,But Clermont Ferrand Sud,,068,63170,https://www.but.fr/magasins/068/But-Clermont-Ferrand-Sud.html
ZI Le fief du roi Chateaubernard,But,COGNAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.680000000000000000,-0.311000000000000000,But Cognac - Chateaubernard,,069,16100,https://www.but.fr/magasins/069/But-Cognac-Chateaubernard.html
102 avenue du Limousin route de Tulle,But,GUERET,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.155833000000000000,1.868611000000000000,But Gueret,,070,23000,https://www.but.fr/magasins/070/But-Gueret.html
"Centre commercial de Beaulieu, 1 rue du 11 Novembre",But,PUILBOREAU,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.174474044266000000,-1.120185791679400000,But La Rochelle,,071,17138,https://www.but.fr/magasins/071/But-La-Rochelle.html
Family Village - Rue Amédée Gordini,But,LIMOGES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.897154187425000000,1.282137792419800000,But Limoges,,072,87280,https://www.but.fr/magasins/072/But-Limoges.html
Boulevard Mendès France,But,NIORT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.333214903568000000,-0.413534223556550000,But Niort,,073,79000,https://www.but.fr/magasins/073/But-Niort.html
Z.C. Les portes du futur - 6 rue du commerce -RN10,But,CHASSENEUIL DU POITOU,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.647913958098000000,0.363372538996830000,But Poitiers,,074,86360,https://www.but.fr/magasins/074/But-Poitiers.html
RD 117 Route de Toulouse,But,ST LIZIER,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.006235373780000000,1.125230669975300000,But St Girons,,075,09190,https://www.but.fr/magasins/075/But-St-Girons.html
Parc Atlantique - Zone commerciale Leclerc ZA LES COTTEAUX RUE BELLEGARDE,But,SAINTES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.748891443998000000,-0.674999999999950000,But Saintes,,076,17100,https://www.but.fr/magasins/076/But-Saintes.html
Centre commercial E.Leclerc Place du foirail,But,TULLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.253130286679000000,1.762230669975200000,But Tulle,,077,19000,https://www.but.fr/magasins/077/But-Tulle.html
Lieu dit Gresailles Route  de Layrac,But,BOE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.180780717846000000,0.634160932540910000,But Agen,,078,47550,https://www.but.fr/magasins/078/But-Agen.html
Z.A. Garban Route de Castres,But,PUYGOUZON,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.891033223665000000,2.164943811571700000,But Albi,,079,81120,https://www.but.fr/magasins/079/But-Albi.html
Avenue Roger Maylie Zone commerciale BAB2,But,BAYONNE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.489880539738000000,-1.494872550926200000,But Bayonne,,080,64100,https://www.but.fr/magasins/080/But-Bayonne.html
Route de Bordeaux,But,BERGERAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.837979969131000000,0.457462688668780000,But Bergerac,,081,24100,https://www.but.fr/magasins/081/But-Bergerac.html
Avenue de PeyrouRoute de Libourne,But,ARTIGUES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.868668881660000000,-0.493627176017870000,But Bordeaux - Artigues,,082,33370,https://www.but.fr/magasins/082/But-Bordeaux-Artigues.html
RN 113 - 3271 avenue de TOULOUSE Le Bouscault - Cadaujac,But,CADAUJAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.733000000000000000,-0.534000000000000000,But Bordeaux - Cadaujac,,083,33140,https://www.but.fr/magasins/083/But-Bordeaux-Cadaujac.html
26 avenue Jean Perrin,But,MERIGNAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.834973371124000000,-0.670688863754320000,But Bordeaux - Merignac,,084,33700,https://www.but.fr/magasins/084/But-Bordeaux-Merignac.html
Route de Toulouse,But,CAHORS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.427614778201000000,1.441790904850900000,But Cahors,,085,46000,https://www.but.fr/magasins/085/But-Cahors.html
Z.A.E. La Ferraudière 2,But,CARCASSONNE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.205720454625000000,2.308106848313200000,But Carcassonne,,086,11000,https://www.but.fr/magasins/086/But-Carcassonne.html
2477 avenue de la Résistance,But,ST PAUL LES DAX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.726845567413000000,-1.081732283467100000,But Dax,,088,40990,https://www.but.fr/magasins/088/But-Dax.html
Avenue de Cahors ( près usine Ratier),But,FIGEAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.603170185956000000,2.012042915344200000,But Figeac,,089,46100,https://www.but.fr/magasins/089/But-Figeac.html
RN 20 Peysales,But,FOIX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",42.949784043323000000,1.625603033065800000,But Foix,,090,09000,https://www.but.fr/magasins/090/But-Foix.html
RN 113Z.I. Frimont,But,GIRONDE SUR DROPT,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.584344672312000000,-0.069593924575770000,But La Reole,,091,33190,https://www.but.fr/magasins/091/But-La-Reole.html
"RN 89 LIEU DIT ""LES PELLES""",But,ARVEYRES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.897412000000000000,-0.270174000000000000,But Libourne,,093,33500,https://www.but.fr/magasins/093/But-Libourne.html
1195 Avenue du marechal Juin,But,MONT-DE-MARSAN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.905298000000000000,-0.476342000000000000,But Mont-de-Marsan,,094,40000,https://www.but.fr/magasins/094/But-Mont-de-Marsan.html
Centre commercial Pyre-Sud,But,PAMIERS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.100910956777000000,1.623430579376200000,But Pamiers,,095,09100,https://www.but.fr/magasins/095/But-Pamiers.html
Centre commercial de la feuilleraie  BP 101,But,TRELISSAC,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",45.190207933541000000,0.767010728836110000,But Périgueux,,096,24750,https://www.but.fr/magasins/096/But-Perigueux.html
Route de Pau,But,IBOS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.240000000000000000,0.020000000000000000,But Tarbes,,097,65420,https://www.but.fr/magasins/097/But-Tarbes.html
"71, rue Max Planck",But,LABèGE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.551932000000000000,1.511078000000000000,But Toulouse - Labege,,098,31670,https://www.but.fr/magasins/098/But-Toulouse-Labege.html
33 route de ParisLieu dit Lacourtensour - RN 20,But,AUCAMVILLE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",43.669433374369000000,1.411174531390000000,But Toulouse nord,,099,31140,https://www.but.fr/magasins/099/But-Toulouse-nord.html
avenue du Quercy,But,VILLEFRANCHE DE ROUERGUE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.360281000000000000,2.015724000000000000,But Villefranche de Rouergue,,101,12200,https://www.but.fr/magasins/101/But-Villefranche-de-Rouergue.html
Route de Bordeaux BIAS,But,BIAS,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",44.402000000000000000,0.650000000000000000,But Villeneuve sur Lot,,102,47300,https://www.but.fr/magasins/102/But-Villeneuve-sur-Lot.html
Z.A.C. des Perrières Rue Bernard Palissy,But,VINEUIL,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.571000000000000000,1.369000000000000000,But Blois Vineuil,,103,41350,https://www.but.fr/magasins/103/But-Blois-Vineuil.html
Route de la charité,But,BOURGES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.095482095954000000,2.434249973910500000,But Bourges,,104,18000,https://www.but.fr/magasins/104/But-Bourges.html
1 Rue Raoul Ponchon,But,CHALON SUR SAONE,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.793081828115000000,4.833984375000000000,But Chalon sur Saone,,105,71100,https://www.but.fr/magasins/105/But-Chalon-sur-Saone.html
Z.U.P. la madeleine - Avenue de Sully,But,CHARTRES,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.451451674133000000,1.521473924636900000,But Chartres,,106,28000,https://www.but.fr/magasins/106/But-Chartres.html
"RN 10, Route de tours",But,CHATEAUDUN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.059336417129000000,1.328489452362100000,But Chateaudun,,107,28200,https://www.but.fr/magasins/107/But-Chateaudun.html
"111, avenue d'Occitanie Cap Sud",But,ST MAUR,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.776211052565000000,1.649500897503000000,But Chateauroux,,108,36250,https://www.but.fr/magasins/108/But-Chateauroux.html
"ZAC des charmes, Avenue de l'Europe",But,DIGOIN,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.465304000000000000,4.108511000000000000,But Digoin,,110,71160,https://www.but.fr/magasins/110/But-Digoin.html
26 rue des bas buissons - Zone commerciale CORA,But,DREUX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",48.749717771462000000,1.347536805340600000,But Dreux,,111,28100,https://www.but.fr/magasins/111/But-Dreux.html
RN 6 Z.A.C. des bouchardes BP 9,But,CRêCHES SUR SAONE CEDEX,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",46.253509136327000000,4.790456541061400000,But Macon,,112,71680,https://www.but.fr/magasins/112/But-Macon.html
Avenue d'Antibes KM 110,But,AMILLY,FR,"{'brand': 'But', 'facia': 'But', 'category': 'Retail', 'edit_date': '2025-03-19', 'lat_lon_source': 'website'}",47.978309038196000000,2.732691615160200000,But Montargis,,113,45200,https://www.but.fr/magasins/113/But-Montargis.html
