addr_full,city,brand,country,extras,lat,lon,opening_hours,name,phone,ref,postcode,state,website
Carrretera Petalcingo-Yajalon No.65 Colonia Barrio Jonuta  CP29930 Yajalon Chiapas,Yajalon,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Yajalón,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Avenida Gustavo Diaz Ordaz No.5 Colonia Barrio Concepcion CP30650 Mazatan Chiapas,Mazatan,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Mazatan,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Avenida Central Oriente No.224 Colonia Centro  CP30530 El Parral Chiapas,El Parral ,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},El Parral,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av Albaro Obregon  No.S/N Colonia Centro CP30600 Escuintla Chiapas,Escuintla,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Escuintla,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Mariano Anzuela Esquina Calle 5 De Mayo No.S/N Colonia Estacion Huehuetan CP30670 Estacion  Chiapas,Huehuetán,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Estacion Huehuetan,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Segunda Avenida Sur Oriente  No.82 Colonia Barrio La Quinta CP30350 Las Rosas Chiapas,Las Rosas,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Las Rosas,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Fraccionamiento Valle Dorado Ii s/n. Colonia Fraccionamiento Valle Dorado Ii CP 30700 Tapachula Chiapas,Tapachula De Cordova Y Ordoñez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Tapachula,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd. De Las Federaciones Km 176 + 200 S/N Colonia Chichima CP 30098 Comitan De Dominguez,Comitan De Domínguez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Comitan,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Eje Vial 1 Colonia El Relicario SN Colonia El Relicario CP 29286 San Cristobal De Las Casas,San Cristóbal De Las Casas,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},San Cristobal De Las Casas,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Anillo De Circunvalación Norte Oriente  5250 Colonia El Retiro CP 29040 Tuxtla Gutierrez ,Tuxtla Gutiérrez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Albino Corzo,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd. Dr. Belisario Domínguez 1550 Colonia Jardines De Tuxtla CP 29020 Tuxtla Gutiérrez Chiapas,Tuxtla Gutiérrez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Tuxtla Gutierrez,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Boulevard Belisario Dominguez 2058 Col. Fraccionamiento Las Arboledas C.P. 29000 Tuxtla Gutierrez  Chiapas,Tuxtla Gutiérrez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Belisario Dominguez,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd. De Las Federaciones Km. 176+200 S/N Col. Chichima C.P. 30093 Comitán De Domínguez Chiapas,Comitan De Domínguez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Comitan,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Boulevard Salomon Gonzalez Blanco 4350 Col. Patria Nueva  C.P. 29045 Tuxtla Gutierrez  Chiapas,Tuxtla Gutiérrez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Libramiento Norte,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera Tapachula-Puerto Madero KM. 2.5 Col. Las Hortencias C.P. 30797 Tapachula Chiapas,Tapachula De Cordova Y Ordoñez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Tapachula,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle Periferico Poniente Norte Col. Colonia El Carmen Municipío. San Cristobal De Las CasasEdo.Chiapas,San Cristóbal De Las Casas,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},San Cristobal,,,,Chiapas,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Adolfo López Mateos No.136 Colonia San Román CP24040 Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Barrio San Roman,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle 12 No.73 Colonia Samula CP24090 Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Samula,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Gobernadores No.201 Colonia Aviacion CP24020 Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Campeche Este,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera antigua campeche-Merida  No.1 Colonia Sector kala CP24087 Campeche  Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Kala,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av.Patricio Trueba No.203 Colonia Fracciorama 2000 CP24090 Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Patricio Trueba,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Isla de Tris  No.S/N Colonia Fracc Residencial son miguel CP24157 Cd del Carmen  Campeche,Cd. Del Carmen,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Ciudad Del Carmen,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Avenida Eugenio Echeverria Castellot No.No. 115 Y 117 Colonia Avenida CP24400 Champoton Campeche,Champoton,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Champotón,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Avenida Justo Sierra Mendez No.154 A Colonia Revolucion  CP24350 Escarcega Campeche,Escárcega,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Escarcega,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
20 No.S/N Colonia San Luisito CP24903 Calkini Campeche,Calkini,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Calkini,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
20 No.50 Colonia Barrio De La Conquista CP24800 Hecelchakan Campeche,Hecelchakan,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Hecelchakan,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
11 No.1 Colonia Santa Cruz CP24460 Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Seybaplaya,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av Maria Lavalle Urbina Manzana D Lote 2 sn Colonia Colonia Sector Fundadores De A Kim Pech CP 24028 San Francisco De Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Campeche,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av Periferica Norte 52 Colonia Asa Poniente CP 24118 Ciudad Del Carmen ,Cd. Del Carmen,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cd. Del Carmen,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Isla Del Tris s/n Col. Col. Aeropuerto C.P. 24119 Ciudad Del Carmen Campeche  Campeche,Cd. Del Carmen,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Ciudad del Carmen,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Periferico Norte SIN NUMERO Colonia Centro CP 97314 Merida,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Electricistas,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Avenida Lavalle Urbina  35 Col. Ah Kim Pech C.P. 24014 Campeche Campeche,Campeche,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Campeche,,,,Campeche,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Leona Vicario No.2917 Colonia Lagunitas CP23462 Los Cabos Baja California Sur,Los Cabos,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Los Cabos,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Avenida Misioneros Esq. Guarapera  No.S/N Colonia Las Palmas CP23477 Los Cabos Baja California Sur,Los Cabos,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Las Palmas,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Boulevard Agustin Olachea Aviles Norte No.450 Colonia Renero CP23620 Comundu Baja California Sur,Comondu,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cd. Constitucion,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Camino Real No.S/N Colonia Fraccionamiento Camino Real CP23088 La Paz Baja California Sur,La Paz,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Camino Real,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd Santa Rosa No.257 Colonia Santa Fe CP23085 La Paz Baja California Sur,La Paz,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Miramar La Paz,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Oseano Atlantico  No.2423 Colonia Acuario CP23456 Los Cabos Baja California Sur,Los Cabos,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cabo Miramar ,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Independencia No.S/N Colonia Centro CP23880 Loreto Baja California Sur,Loreto,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Nopolo ,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Agustin Olachea  S/N Colonia El Zacatal CP 23088 La Paz Baja California Sur,La Paz,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cola De Ballena (La Paz),,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Velario Gonzalez Canseco 137 Col. Primero De Mayo  C.P. 0 Los Cabos Baja California Sur,Los Cabos,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},San Jose Del Cabo,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera Transpeninsular KM2 Col. Col. Country Club C.P. 23459 0 Baja California Sur,Los Cabos,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Los Cabos,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera Transpeninsular sn Col. El Zacatal C.P. 23088 La Paz Baja California Sur,La Paz,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cola De Ballena,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Acuariono. 2145entre paseo de la marina y avenida lazaro cárdenascol. la marina23453Los CabosBaja California Sur,Los Cabos,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Walmart Supercenter', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cabo Marina,,,,Baja California Sur,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. De la Pradera 3 De las Margaritas Av. Del Bosque  Margarita Residencial  CP 22335 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Margarita Residencial,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Anáhuac No.1299 Colonia Fraccionamiento casa magna CP21354 Mexicali Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Mexicali Sur,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Lázaro Cárdenas No.2342 Colonia Plutarco Elias Calles CP21376 Mexicali Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Nuevo Mexicali,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Gustavo Vildosofa Castro No.4089 Colonia Fraccioamiento valle del Pedregal CP21395 Mexicali Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Mexicali Sureste,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Boulevard El Refugio No.24581 Colonia Fideicomiso el Florido CP22234 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Tijuana Sur,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Andador Vecinal No.10236 Colonia Francisco Zarco CP22660 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Santa Fe,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Ave del Aguila Real No.19280 Colonia Baja Maq El Águila CP22215 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},El Aguila,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av Mexico No.3610 Colonia Flores Magon CP22606 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Jibarito,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera Libre Tijuana Tecate No.26050 Colonia El Refugio Quintas Campestres CP22253 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Quintas Del Refugio,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle Del Abeto No.12802 Colonia  Fraccionamiento UrbiVilla Del Prado II Sección CP22170 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Del Prado II,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd. de Circuito Oriente No.215 Colonia Rancho Santa Paula CP22842 Ensenada Baja California Norte,Ensenada,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Ensenada,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle del Rio No.35245 Colonia Villa del Campo CP22254 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Villa del Campo,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Lázaro Cárdenas No.3343 Colonia Diez Division dos CP21395 Mexicali Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Mexicali Villas,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Boulevard Delicias Sur No.14951 Colonia Fraccionamiento Hacienda De Las Delicias II CP22163 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Delicias,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Bellas Artes No.20290 Colonia Ciudad Industrial CP22444 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Otay,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Manuel Gomez Morin No.Lote 2 Colonia Fracc. Pacifica Residencial CP21323 Mexicali Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Los Portales,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Boulevard Gustavo Diaz Ordaz No.17813 Colonia Los Reyes CP22125 Tijuana Baja California Norte,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Lomas De La Presa,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av Independencia No.S/N Colonia San Quintin CP22930 Ensenada Baja California Norte,San Quintín,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},San Quintin,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Benito Juárez No.921 Colonia Ciudad Morelos CP21960 Mexicali  Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cuervos,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera Transpeninsular Ensenada-La Paz  No.167 Colonia Ex Ejido Nacionalista Rodolfo Sanchez Taboada CP22793 Ensenada Baja California Norte,Ensenada,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Maneadero,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle 3Ra.  Gpe. Victoria No.101 Colonia Gpe. Victoria CP21720 Mexicali  Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Guadalupe Victoria Romo,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carretera Ensenada la Paz km 206+002 No.N/A Colonia Vicente Guerrero CP22910 Ensenada Baja California Norte,San Quintín,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Camalú,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Mar de Irlanda Sur No.799 Colonia Playas de San Felipe CP21850 Mexicali  Baja California Norte,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Mar De Cortes,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Carr. Transpeninsular Ensenada - La Paz No.S/N Colonia Rancho San Ramon CP22920 Ensenada Baja California Norte,San Quintín,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Mi Bodega Aurrera', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Javier Mina,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd. Lazaro Cardenas 1801-A Colonia Ex Ejido Zacatecas CP 21360 Mexicali,Mexicali,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Mexicali,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Blvd. Insurgentes   No. 18015 Colonia La Mesa CP 22105 Tijuana ,Tijuana,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Sam´s Club', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Macro Plaza,,,,Baja California Norte,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
