addr_full,city,brand,country,extras,lat,lon,opening_hours,name,phone,ref,postcode,state,website
Camino del Esfuerzo 19 Camino SurCamino de la liga  Campestre de Aragón  CP 7530 Gustavo A Madero CDMX,Gustavo A Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Esfuerzo,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Ejido Xoco  No.206 Int. Mz B Lt. 15 Sector III Avenida Santa Ana  Exejido  de San Francisco Culhuacan  CP 4420 Coyoacan CDMX,Coyoacan,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Avante,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
-,-,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Plutarco Elías Calles,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Nezahualpilli  56 NezahualcoyotlTizoc  Arenal 1ra Sección  CP 15600 Venustuano Carranza CDMX,Venustuano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Arenal 1a sección.,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. León de los Aldama No.227 Colonia San Felipe de Jesús CP07510 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},San Felipe De Jesus,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Vergel No.224 Colonia Presidentes de México CP9740 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Vergel,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Central No.129 Colonia Pro-Hogar CP2600 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Prohogar,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Ahuacatitla No.11 Colonia Azcapotzalco CP2000 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Ahuacatitla,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Cabo Buena Esperanza No.340 Colonia Ampliacion Gabriel Hernandez CP7080 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Gabriel Hernandez,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Dario Fernandez No.74 Colonia Palmatitla CP7100 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Roberto Esquerra,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle 22 No.107 Colonia Olivar del Conde CP1400 Alvaro Obregón CDMX,Álvaro Obregón,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Olivar Del Conde,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Alarcón No.72 Colonia Morelos CP15290 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Congreso De La Union,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada San Juan de Aragon No.259 Colonia Granjas Modernas CP7460 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Plaza San Juan,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Ermita Iztapalapa No.2771 Colonia Santa Cruz Meyehualco CP9700 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},La Ermita,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Ferrocarril de Cintura No.159 Colonia Morelos CP1527 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Ferrocarril De Cintura,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Santa Maria La Redonda No.250 Colonia Guerrero CP6300 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Eje Central,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Balderas No.33 Colonia Centro CP6040 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Balderas,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Tlahuac No.250 Colonia Santa Isabel Industrial CP9820 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Santa Isabel,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Fray Servando Teresa de Mier No.488 Colonia Balbuena CP15100 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Fray Servando,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Mosqueta No.174 Colonia Guerrero CP6300 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Guerrero,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Huitzilihuitl No.247 Colonia Santa Isabel Tola CP7010 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Parque Tepeyac,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Santa Cruz No.77 Colonia Portales CP3300 Benito Juárez CDMX,Benito Juárez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Portales,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Limón No.35 Colonia Centro CP15100 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Corregidora,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Doctor Marquez No.40 Colonia Doctores CP6720 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Doctores,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Marte No.106 Colonia Guerrero CP6300 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Marte,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Tlahuac Chalco No.S/N Mz 4 Lote 86 D Colonia La Habana CP13050 Tláhuac CDMX,Tláhuac,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Tlahuac Chalco,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Ermita Iztapalapa No.2320 Colonia Constitucion de 1917 CP9260 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Colonial Iztapalapa,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Xola No.125 Colonia Alamos CP3400 Benito Juárez CDMX,Benito Juárez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Xola,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Sur 16 No.214 Colonia Agrícola Oriental CP8500 Iztacalco CDMX,Iztacalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Agricola Oriental,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle 10 No.132 Colonia San Pedro de Los Pinos CP1180 Alvaro Obregón CDMX,Álvaro Obregón,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Exhibimex,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Cinco de Febrero No.317 Colonia Obrera CP6800 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Fernando Ramirez,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Canal de la Turba No.412 Colonia Fraccionamiento Paseos de Chalco CP13700 Tláhuac CDMX,Tláhuac,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},La Turba,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Allende No.45 Colonia Centro CP0 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Lagunilla,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Golfo de Aden No.30 Colonia Tacuba CP11410 Miguel Hidalgo CDMX,Miguel Hidalgo,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Lago Michigan,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada Ignacio Zaragoza No.3030 Colonia Ampliacion Santa Martha CP9530 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Gabriel Gonzalez,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Las Armas No.61 Colonia Ampliacion San Pedro Xalpa CP2710 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Las Armas,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Santo Tomas No.Mz 617 Lt 8 y 9 Colonia Santa Ursula Coapa CP4600 Coyoacán CDMX,Coyoacán,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Santa Ursula,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle 1a Cerrada de Lazaro Cardenas No.Lote B Colonia Cuautepec de Madero Barrio Bajo CP7210 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Villas De Cuautepec,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. De las Minas No.74 Colonia Xalpa CP9640 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Xalpa Iztapalapa,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Eje 3 Norte Calzada San Isidro No.97 Colonia Barrio San Francisco Tetecala CP2730 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Calzada San Isidro,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Santa Rosa No.4 Colonia Valle Gomez CP15210 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Platino,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Pedro Ramirez del Castillo No.11 Colonia Barrio San Pedro CP16090 Xochimilco CDMX,Xochimilco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Pedro Ramirez,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Enriqueta N° 144 No.144 Colonia Bondojito CP7850 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Victoria,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Santa Lucia No.S/N Colonia Piloto Adolfo Lopez Mateos CP1290 Alvaro Obregón CDMX,Álvaro Obregón,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Colinas Del Sur,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Guadalupe Victoria No.115 Colonia Santa Cruz Meyehualco CP9730 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Guadalupe Victoria,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Peralvillo No.50 Colonia Morelos CP6200 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Glorieta Cuitlahuac,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Tezozomoc No.220 Colonia Pueblo San Bartolo Cahualtongo CP2710 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Tezozomoc,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calle 6 No.350 Colonia Pantitlan CP8100 Iztacalco CDMX,Iztacalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Calle 6,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Texcoco N° 1535 No.1535 Colonia Santa Martha Acatitla CP9510 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Acatitla Norte,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. 11 No.39 Colonia San Juan Xalpa CP9850 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Nautla,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Xoloc No.Mz 28 Lt 23 Z1 Colonia Adolfo Ruiz Cortines CP4630 Coyoacán CDMX,Coyoacán,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Popocatepetl,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Pedro Henriquez Ureña No.430 Colonia Pueblo de Los Reyes CP4330 Coyoacán CDMX,Coyoacán,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Eje 10,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Juventino Rosas No.852 Colonia Valle de Madero CP7190 Gustavo A Madero CDMX,Gustavo A. Madero,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cuautepec Madero,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Centeno No.823 Colonia Granjas México CP8400 Iztacalco CDMX,Iztacalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Centeno,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Jose Maria Morelos y Pavon No.27 Colonia Santa Maria Aztahuacan CP9500 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Plan De Ayala,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Dr. Navarro No.210 Colonia Doctores CP6720 Cuauhtémoc CDMX,Cuauhtémoc,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Dr. Navarro,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Jeus Maria Carrion No.35 Colonia Santa Martha Acatitla CP9510 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Carrion,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Luis Hidalgo Monroy No.573 Colonia San Miguel CP9360 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Hidalgo Monroy,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
John F. Kennedy No.Mz 5 Lt 4 Colonia Isidro Favela CP14030 Tlalpan CDMX,Tlalpan,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Kennedy,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Cristobal E y Llamas No.80 Colonia Miguel Hidalgo CP14250 Tlalpan CDMX,Tlalpan,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Miguel Hidalgo,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Oriente 158 No.54 Colonia Moctezuma 2A Sección CP15500 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Iztaccihuatl,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Calzada México-Tacuba No.417 Colonia Popotla CP11420 Miguel Hidalgo CDMX,Miguel Hidalgo,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Popotla,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Xola No.714 Colonia Del Valle CP3100 Benito Juárez CDMX,Benito Juárez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Del Valle,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Municipio Libre No.40 Colonia Portales Oriente CP3570 Benito Juárez CDMX,Benito Juárez,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Miraflores,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Oriente 140 No.164 Colonia Moctezuma 2A Sección CP15500 Venustiano Carranza CDMX,Venustiano Carranza,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Eje 1 Norte,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Prolongacion Mina No.49 Colonia El Manto CP9830 Iztapalapa CDMX,Iztapalapa,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},El Manto,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Alonso Corona del Rosal No.116 Colonia El Tanque CP10320 Magdalena Contreras CDMX,Magdalena Contreras,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Cerro Del Judio,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Av. Observatorio No.224 Colonia Observatorio CP11830 Miguel Hidalgo CDMX,Miguel Hidalgo,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Observatorio,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Ahuhuetes No.15 Colonia Pasteros CP2150 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Pasteros,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
Trébol No.53 Colonia San Marcos CP2020 Azcapotzalco CDMX,Azcapotzalco,walmart,Mexico,"{'brand': 'walmart', 'fascia': 'Bodega Aurrera Express', 'category': 'Food & Beverage', 'edit_date': '20250518', 'lat_lon_source': 'Google'}",,,{'opening_hours': {}},Barrio Los Reyes,,,,Ciudad de México,https://www.walmartmexico.com/conocenos/directorio-de-tiendas
